Rok,Stan,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2019,AP,2332.0,1009.92,891.16,27.68,26.3,22.1,27.31,26.8,14.6,5.7,6.5
2020,AP,2545.0,1009.82,2.1,27.35,27.3,21.6,26.89,27.3,14.0,4.84,8.1
2021,AP,1734.9,1010.38,2.1,28.5,26.1,22.4,27.42,27.0,18.8,4.92,6.4
2022,AP,1610.9,1010.24,2.1,27.63,25.6,21.7,27.11,26.2,13.7,4.63,7.3
2023,AP,2050.6,1009.8,2.1,27.68,26.8,22.3,27.22,27.1,13.8,5.11,7.2
2003,AL,1469.9,1004.7,9984.02,25.04,24.3,18.2,24.53,25.0,11.8,5.09,7.6
2004,AL,2547.7,1004.41,1030.36,25.46,28.5,17.1,24.69,31.1,14.0,5.27,7.9
2005,AL,1630.0,1004.14,4664.13,26.02,30.2,19.2,25.35,31.1,12.1,5.64,8.4
2006,AL,1217.1,1003.75,6926.5,25.84,25.0,18.8,25.41,25.3,12.0,5.96,8.4
2007,AL,0.0,1004.42,2530.38,30.09,21.95,29.57,29.23,22.58,19.11,7.9,4.46
2008,AL,110.4,1006.28,1304.33,27.87,23.5,19.3,27.03,24.3,14.4,7.78,8.7
2009,AL,2208.2,1004.35,881.8,25.52,25.0,18.7,25.03,25.4,12.3,5.38,8.4
2010,AL,1879.4,1004.46,850.06,25.48,25.4,17.9,24.98,26.1,14.0,5.41,8.2
2011,AL,2246.8,1004.36,927.05,25.15,24.7,18.5,24.66,25.3,13.0,5.45,7.7
2012,AL,1202.3,1005.41,598.18,25.14,23.8,18.7,24.64,24.9,11.6,5.54,8.3
2013,AL,1766.2,1005.01,856.58,25.42,24.5,18.8,24.92,25.2,13.0,5.51,8.5
2014,AL,1685.8,1005.53,848.39,25.17,25.3,18.2,24.67,26.0,11.9,5.36,7.5
2015,AL,1402.0,1005.72,876.31,25.56,25.7,19.2,25.08,27.3,13.0,5.43,8.3
2016,AL,1214.6,1005.69,842.12,25.6,26.1,17.8,25.1,26.4,11.7,5.45,7.9
2017,AL,2512.2,1005.44,830.14,25.41,25.8,17.9,24.91,26.4,13.9,5.77,8.4
2018,AL,1427.2,1005.3,855.25,25.36,25.3,17.6,24.83,26.3,14.2,5.45,7.4
2019,AL,1520.6,1005.34,845.49,25.69,26.5,18.6,25.14,26.6,14.1,5.23,7.2
2020,AL,32.8,1004.22,14.0,28.45,27.4,21.8,27.93,27.4,15.6,7.0,7.3
2021,AL,240.4,1004.8,14.0,25.48,26.3,19.8,25.04,26.8,20.4,5.38,7.8
2022,AL,2831.6,1004.68,14.0,25.43,24.7,19.3,24.97,26.0,14.2,5.32,7.4
2023,AL,1877.8,1005.14,14.0,25.65,25.8,19.8,25.24,26.6,13.0,5.03,6.8
2000,AM,767.2,1003.85,846.91,26.73,26.9,21.0,26.18,27.6,16.7,4.15,7.9
2001,AM,1412.3,1004.11,790.67,26.74,30.9,20.0,26.46,30.9,15.5,3.49,6.4
2002,AM,1819.9,1004.32,831.4,27.4,26.1,21.7,26.53,26.7,17.2,3.34,6.8
2003,AM,586.75,1004.18,788.85,28.5,26.0,23.3,27.61,26.5,18.8,3.6,5.5
2004,AM,1463.25,1004.14,769.26,27.11,28.3,22.0,26.54,28.5,17.5,3.65,5.6
2005,AM,718.9,1004.08,996.27,28.34,26.6,23.0,27.81,27.5,17.0,3.96,5.4
2006,AM,2173.9,1003.9,778.38,27.96,26.7,22.8,27.46,27.3,15.3,3.26,6.0
2007,AM,2294.6,1003.88,753.62,27.85,26.5,22.5,27.35,27.3,18.4,3.12,6.1
2008,AM,2410.33,1003.75,907.14,28.47,26.9,23.0,27.88,27.1,17.5,3.23,5.5
2009,AM,2692.27,1001.74,1405.07,31.32,24.6,25.1,30.43,26.0,17.0,4.4,4.6
2010,AM,1722.6,1004.63,980.4,27.71,27.1,21.4,27.08,27.2,14.5,3.92,6.0
2011,AM,2460.6,1003.99,695.41,27.47,27.4,21.7,26.97,27.6,7.6,3.89,5.1
2012,AM,2131.6,1004.21,711.24,27.41,26.3,21.8,26.91,26.7,8.4,3.82,5.1
2013,AM,2392.4,1004.32,703.99,27.51,26.4,21.7,27.0,27.5,14.0,3.88,6.1
2014,AM,2123.8,1004.52,710.29,27.68,26.2,22.4,27.17,26.4,11.9,4.0,7.4
2015,AM,1502.6,1004.57,727.07,28.49,25.6,21.5,27.97,25.7,12.7,4.18,6.5
2016,AM,2044.6,1004.68,713.28,28.27,31.8,22.3,27.76,32.8,12.8,4.12,7.9
2017,AM,2405.0,1004.6,692.22,27.76,25.7,21.2,27.27,26.5,12.9,3.87,6.1
2018,AM,1917.6,1004.83,688.77,27.75,26.2,22.0,27.23,27.0,15.3,3.94,5.1
2019,AM,2298.0,1004.91,665.26,27.72,26.0,22.5,27.2,26.7,13.3,3.84,5.6
2020,AM,2813.7,1004.77,9.0,27.92,25.9,21.6,27.41,27.1,10.6,3.76,6.0
2021,AM,3056.7,1004.78,9.0,27.21,25.4,21.6,26.71,27.0,14.4,3.67,5.4
2022,AM,2459.3,1004.51,9.0,27.58,25.4,22.4,27.07,26.1,13.8,3.77,5.0
2023,AM,2178.3,1004.54,9.0,28.37,27.9,20.9,27.85,28.1,16.6,3.87,5.3
2003,RN,1024.0,1007.31,12041.87,26.54,25.0,20.0,26.12,26.0,15.0,8.77,10.0
2004,RN,1841.0,1007.24,854.2,26.22,25.0,20.0,25.89,26.0,15.0,8.19,11.0
2005,RN,1460.0,1006.78,4244.62,26.62,26.0,20.0,26.34,26.0,16.0,8.84,10.0
2006,RN,1346.0,1007.15,13559.33,26.79,25.0,21.0,26.05,26.0,14.0,9.89,10.0
2007,RN,1137.0,1007.05,11032.07,26.45,25.0,20.0,26.11,25.0,16.0,12.66,10.0
2008,RN,2363.0,1006.71,11128.53,26.2,25.0,20.0,25.81,26.0,16.0,8.33,10.0
2009,RN,2140.0,1006.92,11052.83,26.46,25.0,21.0,26.07,26.0,17.0,7.96,9.0
2010,RN,507.0,1006.68,18148.18,26.78,25.0,20.0,26.38,26.0,15.0,8.55,10.0
2011,RN,1722.0,1006.58,6838.95,26.24,25.0,21.0,25.84,26.0,13.0,8.15,8.0
2012,RN,1086.5,1007.48,961.77,26.3,25.0,21.0,25.88,26.0,16.0,8.78,10.0
2013,RN,1633.0,1007.25,1023.68,26.75,25.0,21.0,26.35,26.0,14.0,8.41,9.0
2014,RN,1574.0,1007.63,878.71,26.35,25.0,21.0,25.97,26.0,14.0,8.24,10.0
2015,RN,1244.0,1008.01,935.08,26.68,26.0,21.0,26.27,26.0,16.0,8.21,9.0
2016,RN,1048.0,1007.83,914.61,26.77,26.0,21.0,26.34,27.0,16.0,8.53,10.0
2017,RN,1305.5,1007.48,880.35,26.57,26.0,21.0,26.15,27.0,16.0,8.49,10.0
2018,RN,894.0,1007.44,849.07,26.49,26.0,21.0,26.1,26.0,13.0,8.16,9.0
2019,RN,1598.0,1007.51,849.52,26.71,26.0,21.0,26.3,28.0,12.0,7.87,9.0
2020,RN,2094.5,1007.29,53.0,26.74,26.0,21.0,26.32,27.0,14.0,7.73,9.0
2021,RN,25.0,1006.92,53.0,27.27,26.0,22.0,26.64,27.0,17.0,8.48,9.0
2022,RN,893.0,1006.85,53.0,26.81,27.0,21.0,26.32,27.0,16.0,7.78,9.0
2023,RN,1155.0,1006.69,53.0,27.03,26.0,22.0,26.67,27.0,18.0,7.91,8.0
2004,TO,175.8,977.69,679.43,25.83,23.3,20.9,25.26,24.1,16.8,3.56,5.9
2005,TO,1642.5,978.46,742.63,27.34,24.6,18.0,26.73,25.5,4.3,4.48,10.2
2006,TO,2266.5,978.85,755.47,26.81,23.9,17.0,26.19,24.7,2.0,4.24,10.3
2007,TO,1626.8,978.57,799.95,27.48,24.2,17.1,26.81,24.7,1.3,4.66,11.8
2008,TO,1718.0,978.47,735.51,26.94,24.3,18.5,26.28,25.2,3.6,4.18,10.1
2009,TO,1953.0,978.72,715.52,26.71,23.8,17.5,26.05,25.7,5.4,3.9,9.5
2010,TO,1769.2,978.29,740.41,27.78,25.1,17.8,27.11,25.4,0.9,4.55,10.6
2011,TO,2783.6,978.32,663.56,26.77,23.8,18.4,26.14,24.6,2.0,4.66,10.1
2012,TO,1435.4,978.82,817.81,27.43,24.2,18.4,26.61,24.4,1.7,4.49,10.7
2013,TO,1967.9,978.61,737.05,27.36,24.9,18.5,26.66,26.1,3.2,4.06,9.4
2014,TO,1598.2,979.07,747.88,27.0,29.3,18.5,26.32,33.6,0.6,4.0,9.8
2015,TO,3865.54,979.13,799.67,28.05,25.5,18.5,27.33,26.0,2.7,4.31,10.9
2016,TO,14284.66,979.03,745.59,28.14,25.2,19.5,27.49,26.3,3.4,4.46,9.6
2017,TO,1624.6,978.92,772.98,27.64,24.9,17.9,26.96,26.3,0.4,4.53,10.6
2018,TO,1900.4,979.07,751.52,27.14,24.8,17.9,26.45,26.5,4.9,3.87,9.1
2019,TO,1361.0,979.27,885.52,27.54,25.6,18.4,26.84,26.0,1.7,4.06,12.2
2020,TO,1632.9,978.95,3096.9,27.82,24.8,18.2,27.16,25.8,1.0,4.33,9.1
2021,TO,1583.3,978.75,3096.9,26.98,24.8,17.9,26.41,25.4,1.4,3.73,9.5
2022,TO,2073.4,979.09,3096.9,27.81,24.7,18.3,27.2,25.5,2.0,4.09,10.9
2023,TO,13996.4,980.87,3096.9,27.6,25.4,18.7,26.89,25.4,5.7,4.88,9.9
2000,RS,401.8,1008.2,22.4,20.83,23.4,7.6,20.32,23.9,0.0,5.52,8.0
2001,RS,1465.1,1009.85,22.4,20.7,24.3,3.0,20.3,24.9,0.0,4.92,13.3
2002,RS,1480.6,1009.67,22.4,20.18,23.8,3.8,19.7,24.7,0.0,4.86,10.3
2003,RS,1415.9,1010.37,22.4,19.82,24.3,3.3,19.37,24.9,0.0,4.83,9.5
2004,RS,953.8,1010.77,22.4,19.56,22.9,3.3,19.08,23.8,0.0,4.83,7.5
2005,RS,1159.8,1010.33,22.4,20.08,23.5,2.4,19.59,24.1,0.0,4.88,8.1
2006,RS,1093.5,1010.15,22.4,19.85,24.9,3.1,19.4,26.7,0.0,4.83,7.4
2007,RS,1506.6,1010.11,22.4,19.64,24.4,2.0,19.16,25.1,0.0,4.89,6.8
2008,RS,1793.0,1009.92,22.4,19.31,22.3,2.9,18.82,22.7,0.1,4.93,6.7
2009,RS,1738.1,1008.93,22.4,19.36,24.4,0.7,18.89,24.7,0.0,4.78,8.9
2010,RS,1481.4,1009.65,22.4,19.54,26.3,3.8,19.07,26.9,0.0,4.78,7.4
2011,RS,1301.4,1009.46,22.4,19.19,24.9,2.3,18.71,24.9,0.0,4.89,7.6
2012,RS,1394.4,1009.41,22.4,20.43,24.6,1.7,19.92,24.7,0.0,4.57,8.1
2013,RS,1383.4,1009.98,22.4,19.31,24.4,1.7,18.8,24.4,0.0,4.68,5.9
2014,RS,1787.4,1009.81,22.4,20.52,25.9,3.8,20.04,26.1,0.2,4.51,6.0
2015,RS,1853.2,1009.59,22.4,20.37,25.5,6.3,19.93,26.0,0.1,4.56,5.7
2016,RS,1561.5,1010.25,22.4,19.55,25.8,5.0,19.06,26.0,0.0,4.76,6.7
2017,RS,1759.4,1009.84,22.4,20.71,25.9,6.0,20.21,26.4,0.0,4.69,6.7
2018,RS,1446.6,1009.97,22.4,19.99,24.8,3.0,19.49,25.7,0.0,4.96,6.7
2019,RS,1542.8,1010.0,22.4,20.6,27.1,2.7,20.08,27.1,0.0,4.76,6.7
2020,RS,1425.2,1009.77,711.13,19.98,24.5,3.1,19.44,25.0,0.1,4.98,5.7
2021,RS,1222.6,1009.93,709.67,19.82,24.5,2.8,19.3,25.3,0.2,4.89,5.3
2022,RS,1317.2,1009.66,682.83,19.53,26.6,4.2,19.01,27.5,0.0,4.77,5.8
2023,RS,1918.2,1009.05,662.15,20.54,26.5,4.4,20.02,27.1,0.0,4.68,5.7
2007,RO,755.8,1000.37,778.06,26.28,25.5,15.8,25.62,26.3,7.0,3.68,8.8
2008,RO,2307.5,1000.74,703.04,25.74,25.9,15.7,25.17,26.8,6.3,5.6,7.4
2009,RO,2745.0,1000.65,672.24,25.93,25.7,16.9,25.39,32.7,13.6,3.66,19.9
2010,RO,1163.9,1000.59,997.2,27.33,27.1,13.5,26.61,27.4,6.2,5.3,8.4
2011,RO,1798.9,1000.32,918.91,25.76,25.0,19.7,25.04,26.4,16.1,3.63,7.8
2012,RO,2909.16,1000.57,696.89,25.79,25.7,16.1,25.12,26.0,8.9,3.31,10.1
2013,RO,4758.74,979.68,722.85,26.17,26.1,13.5,25.32,27.3,7.1,8.9,10.2
2014,RO,2168.8,979.36,802.13,26.01,29.8,17.1,25.37,31.3,8.4,3.49,7.7
2015,RO,1741.4,992.41,934.59,27.31,28.4,18.0,26.69,31.4,9.3,3.76,9.1
2016,RO,2094.8,994.36,755.08,26.47,26.6,15.7,25.86,26.9,6.7,3.47,8.0
2017,RO,2247.2,996.04,781.28,26.99,25.5,18.4,26.32,25.9,7.5,3.79,9.8
2018,RO,2322.0,998.01,779.48,26.51,25.4,17.0,25.83,26.2,8.5,3.76,8.1
2019,RO,1252.4,1001.06,506.37,26.23,25.5,13.6,25.75,26.2,0.3,2.42,5.7
2020,RO,0.0,998.66,0.0,26.08,23.32,26.27,25.91,23.62,22.38,2.95,1.48
2021,RO,0.0,998.35,0.0,26.69,24.2,26.89,26.57,24.5,23.04,3.61,1.89
2022,RO,2263.0,1000.8,0.0,26.4,30.6,14.6,25.78,31.4,7.6,3.95,7.2
2023,RO,1671.7,1000.99,0.0,26.14,26.9,17.8,25.44,27.1,9.0,3.01,7.1
2004,PE,0.0,1011.15,199.1,27.24,22.1,20.3,26.61,22.9,15.7,5.84,4.9
2005,PE,2376.4,1012.44,1000.28,25.97,24.8,19.1,25.49,24.9,12.9,5.15,6.2
2006,PE,2412.0,1012.38,1048.56,25.91,24.6,18.8,25.43,25.2,12.6,5.88,4.8
2007,PE,2204.0,1012.77,1010.3,25.42,24.4,17.9,24.96,25.2,14.7,7.58,5.7
2008,PE,1807.9,1011.93,880.71,25.62,26.3,17.7,24.56,31.6,1.5,4.72,5.6
2009,PE,1016.6,1012.59,621.86,26.11,24.9,19.2,25.64,25.4,15.3,3.92,4.8
2010,PE,1749.1,1012.06,795.31,25.97,25.9,18.5,25.44,27.5,13.4,5.05,4.9
2011,PE,2915.6,1011.95,776.73,25.57,31.3,18.9,25.05,31.5,17.0,5.04,5.2
2012,PE,1606.9,1013.04,814.69,25.59,29.7,18.2,25.04,30.4,13.9,5.27,5.0
2013,PE,2454.2,1012.74,795.8,25.84,25.7,19.0,25.29,26.4,13.2,4.97,4.5
2014,PE,2271.7,1013.18,884.5,25.46,25.1,18.8,24.9,26.8,12.0,4.58,4.6
2015,PE,1832.4,1013.45,1051.36,25.96,29.3,18.9,25.42,30.4,10.4,4.34,4.4
2016,PE,1523.0,1013.34,1040.89,26.04,25.0,18.4,25.46,25.7,14.3,4.98,4.4
2017,PE,2304.8,1012.98,995.08,25.93,27.1,18.2,25.35,27.6,6.6,5.2,4.2
2018,PE,1604.2,1012.94,1080.98,25.84,26.3,18.8,25.29,27.1,14.0,4.85,4.3
2019,PE,2082.1,1012.92,860.72,25.95,26.9,18.6,25.39,27.7,14.0,5.44,4.1
2020,PE,1656.8,1012.61,54.2,26.33,26.7,18.3,25.83,28.2,13.7,7.82,3.7
2021,PE,2570.6,1012.37,54.2,25.53,27.1,19.0,25.09,27.5,14.8,4.11,3.8
2022,PE,1752.0,1010.1,54.2,24.3,24.1,24.3,23.9,24.1,23.6,1.5,0.7
2023,PE,1752.0,1010.1,54.2,24.3,24.1,24.3,23.9,24.1,23.6,1.5,0.7
2008,AC,901.8,984.95,790.0,25.93,28.0,16.2,25.33,28.3,6.7,4.53,11.6
2009,AC,2087.7,985.1,732.97,25.12,28.2,11.3,24.55,28.8,9.7,3.58,8.8
2010,AC,1142.6,985.07,728.86,25.61,28.6,10.1,25.07,29.5,0.7,3.89,9.3
2011,AC,1736.8,984.88,744.29,25.2,29.7,12.2,24.69,30.0,0.1,3.46,10.9
2012,AC,2416.2,985.6,744.36,25.09,25.1,13.4,24.59,25.6,0.0,2.93,10.1
2013,AC,1898.4,985.76,740.28,25.13,25.8,9.3,24.64,26.6,3.8,3.94,8.6
2014,AC,2294.0,985.18,1128.24,27.64,26.7,19.0,26.61,29.3,17.4,5.28,6.7
2015,AC,4573.5,986.08,1113.61,27.05,25.8,20.5,27.06,26.9,17.0,3.44,7.5
2016,AC,1129.7,986.76,570.19,24.9,25.8,19.0,24.59,26.4,11.9,4.44,9.5
2017,AC,1484.9,985.8,619.35,26.06,25.5,13.5,25.59,26.3,2.5,3.76,9.2
2018,AC,662.59,985.43,407.65,26.61,24.8,12.6,26.29,25.2,7.1,5.4,9.3
2019,AC,6392.21,994.58,1270.35,27.05,26.2,9.6,26.53,26.8,0.2,3.88,5.3
2020,AC,514.1,992.29,106.5,30.38,27.1,19.4,30.29,27.3,17.7,2.93,5.0
2021,AC,0.0,989.88,106.5,31.87,23.74,34.26,31.87,23.83,18.67,2.58,0.51
2022,AC,863.0,989.33,106.5,30.58,25.8,14.5,30.41,26.3,5.6,2.45,4.1
2023,AC,1999.6,992.86,106.5,26.15,25.6,11.2,25.6,26.8,8.8,2.61,5.0
2000,BA,172.2,1007.4,927.01,26.71,24.5,21.7,26.19,25.3,17.3,4.49,5.6
2001,BA,1863.1,1009.08,808.42,25.44,24.9,20.1,25.01,25.9,14.1,5.81,7.6
2002,BA,1825.9,1009.23,909.99,25.58,24.8,20.1,25.15,25.4,14.6,6.69,15.0
2003,BA,2036.5,1009.07,851.92,25.88,26.6,20.7,25.45,26.7,13.6,5.29,4.8
2004,BA,2047.7,1008.67,805.19,27.43,25.7,21.5,26.99,26.1,11.8,5.47,8.0
2005,BA,2086.7,1008.47,815.76,27.57,25.4,22.6,27.11,26.6,13.3,5.69,8.1
2006,BA,1509.3,1010.37,682.16,26.76,24.5,21.8,25.88,25.4,9.5,5.37,6.4
2007,BA,1371.6,1008.97,981.52,28.05,45.0,20.7,27.57,45.0,16.3,6.29,8.7
2008,BA,771.6,1007.18,615.28,25.77,31.22,20.1,25.05,31.08,14.0,5.83,6.0
2009,BA,975.8,1008.13,806.68,25.87,25.2,20.9,25.44,26.0,15.2,5.7,6.0
2010,BA,1477.8,1007.87,813.29,25.54,25.7,19.5,25.1,26.0,14.3,6.01,6.1
2011,BA,1922.6,1007.73,800.26,25.06,25.4,19.8,24.6,25.9,12.3,5.82,6.7
2012,BA,1058.5,1009.22,832.74,25.44,25.3,19.9,24.92,25.7,14.4,5.64,5.9
2013,BA,1761.7,1008.51,730.84,25.7,26.0,20.1,25.23,26.8,16.8,5.71,5.6
2014,BA,1468.5,1009.5,805.04,25.49,26.8,20.3,24.94,27.1,15.7,5.65,7.5
2015,BA,1442.5,1009.45,804.94,25.94,25.2,20.9,25.42,26.1,13.8,5.54,5.5
2016,BA,1381.0,1009.49,784.17,26.19,26.9,21.2,25.61,27.2,13.3,5.4,5.2
2017,BA,1597.3,1009.5,812.7,25.62,25.8,19.9,25.09,26.7,14.7,5.71,6.2
2018,BA,1642.8,1009.04,807.17,25.84,25.8,20.9,25.32,27.0,15.2,5.31,4.6
2019,BA,1855.4,1009.14,819.38,26.23,26.9,20.7,25.74,27.5,14.5,5.16,5.7
2020,BA,2265.0,1008.86,140.0,25.88,26.6,21.0,25.44,27.3,14.5,5.32,6.0
2021,BA,2147.4,1008.69,140.0,25.59,26.4,20.5,25.14,26.7,15.3,5.03,4.9
2022,BA,1915.6,1008.57,140.0,25.57,25.9,20.1,25.11,27.0,15.4,4.98,5.0
2023,BA,1530.4,1008.89,140.0,26.04,26.2,20.7,25.56,27.4,14.8,4.8,4.6
2003,MA,1971.8,1006.09,10922.99,26.89,26.2,22.1,26.4,26.7,17.7,5.98,6.3
2004,MA,2570.3,1006.2,11391.27,26.93,26.3,22.2,26.45,26.7,16.9,6.0,6.4
2005,MA,1652.0,1005.55,11065.31,27.34,26.3,22.2,26.93,27.1,16.4,5.92,6.3
2006,MA,1907.1,1005.96,10250.94,26.94,26.0,22.2,26.55,26.2,16.8,4.73,5.5
2007,MA,1721.6,1005.67,9661.38,27.05,26.7,22.3,26.63,27.4,16.5,7.44,5.1
2008,MA,2298.6,1004.32,799.55,26.65,25.8,21.7,26.27,27.1,17.8,5.09,5.6
2009,MA,2625.3,1005.02,818.48,26.69,26.0,22.4,26.32,26.8,18.0,5.44,5.8
2010,MA,1598.2,1004.68,876.96,27.4,27.1,22.9,27.03,28.0,16.7,5.43,5.1
2011,MA,2816.9,1004.79,924.42,26.82,29.3,22.1,26.48,29.8,20.2,5.33,5.4
2012,MA,580.6,1005.31,785.87,26.98,29.6,21.9,26.61,30.0,18.6,6.2,5.7
2013,MA,639.4,1005.27,784.02,27.14,31.8,21.9,26.7,31.8,16.2,6.02,5.6
2014,MA,2937.5,1005.71,674.35,26.68,27.3,21.8,26.32,27.5,14.6,5.66,5.6
2015,MA,1444.2,1006.03,774.96,27.07,26.4,21.9,26.62,27.2,14.9,6.12,5.7
2016,MA,1492.9,1005.86,743.9,27.33,26.6,22.1,26.96,27.2,16.5,5.82,5.3
2017,MA,2215.0,1005.61,790.51,27.11,27.2,22.1,26.69,27.5,12.7,5.43,5.4
2018,MA,2248.7,1005.83,711.35,26.53,26.3,21.7,26.16,26.9,16.7,5.16,5.3
2019,MA,2195.0,1005.97,1014.3,26.83,26.7,22.4,26.46,27.5,18.2,4.74,5.2
2020,MA,0.0,1005.69,65.0,26.89,27.1,21.9,26.52,27.3,17.9,5.05,5.2
2021,MA,0.0,1005.38,65.0,26.91,27.9,21.9,26.57,28.4,17.1,5.3,5.0
2022,MA,1170.6,1005.4,65.0,26.29,26.0,21.9,25.94,26.2,16.4,5.03,4.9
2023,MA,7905.6,1005.7,65.0,26.47,26.1,20.9,26.13,27.1,17.3,5.39,5.0
2006,SP,743.6,926.09,658.79,19.84,21.6,6.5,19.37,21.9,2.9,5.62,9.2
2007,SP,1549.5,926.85,663.63,20.33,21.7,5.3,19.86,21.8,0.1,5.08,7.8
2008,SP,1561.3,926.52,637.75,19.63,20.2,8.7,19.17,20.9,0.3,5.15,7.0
2009,SP,1971.6,926.27,629.16,20.21,21.8,7.4,19.75,22.0,0.0,5.58,9.5
2010,SP,1836.0,926.74,669.75,20.17,25.4,9.1,19.67,26.5,0.0,5.61,8.1
2011,SP,1653.2,926.48,667.56,19.84,22.5,6.6,19.34,23.4,0.0,5.45,8.4
2012,SP,1829.8,927.12,700.63,20.51,23.3,9.3,20.01,23.5,0.1,5.04,8.1
2013,SP,1366.1,927.05,651.57,19.91,22.2,6.0,19.42,22.2,0.0,5.33,10.5
2014,SP,1220.6,927.7,720.66,20.93,22.0,9.6,20.4,22.7,0.1,5.47,7.4
2015,SP,1890.6,927.34,654.07,21.08,22.3,11.2,20.59,22.8,0.4,5.34,8.3
2016,SP,1514.4,927.34,794.3,20.39,21.4,4.5,19.88,22.3,0.0,5.47,8.5
2017,SP,1640.6,927.59,799.95,20.44,20.9,8.2,19.94,21.2,0.1,5.56,9.1
2018,SP,1180.8,927.18,781.33,20.45,21.5,9.3,19.95,21.7,0.2,5.38,8.2
2019,SP,1752.2,927.48,805.24,21.04,21.3,6.8,20.52,21.8,0.3,5.21,10.9
2020,SP,1730.8,927.23,83.9,20.47,21.5,8.4,19.94,21.7,0.2,5.34,7.6
2021,SP,1205.2,926.92,83.9,20.08,21.8,4.5,19.55,22.4,0.0,3.7,7.2
2022,SP,1470.8,926.75,83.9,19.98,21.7,7.3,19.46,21.8,0.1,5.43,8.4
2023,SP,1960.8,926.89,83.9,21.15,21.3,9.8,20.61,23.0,0.5,5.3,8.0
2006,ES,537.0,1013.19,822.29,24.89,24.1,17.3,24.43,24.7,14.0,6.06,6.2
2007,ES,809.0,1016.08,805.8,24.2,25.3,14.5,23.68,25.7,6.2,5.34,6.5
2008,ES,1508.2,1015.3,731.97,23.96,25.1,14.9,23.46,25.8,7.5,5.13,6.0
2009,ES,1905.0,1014.81,786.82,24.62,24.9,15.1,24.12,25.0,10.6,5.28,19.1
2010,ES,1429.8,1015.52,789.16,24.27,25.9,13.7,23.75,26.9,6.3,5.24,5.9
2011,ES,1732.7,1015.6,736.03,23.64,24.6,12.2,23.15,25.9,5.6,5.12,6.1
2012,ES,1865.6,1016.3,788.04,24.1,24.0,14.8,23.59,25.0,8.0,5.18,6.0
2013,ES,2207.3,1015.96,740.65,23.98,25.1,13.9,23.47,25.8,9.5,4.99,6.1
2014,ES,1126.7,1016.83,817.66,24.2,24.8,13.6,23.67,25.5,5.4,5.16,5.5
2015,ES,783.9,1016.33,779.78,25.13,25.8,14.7,24.6,25.8,8.7,5.51,6.7
2016,ES,1020.4,1016.35,766.77,24.77,25.9,14.4,24.38,26.1,4.5,5.1,5.8
2017,ES,1236.5,1017.09,756.46,23.99,25.5,13.7,23.48,26.1,9.0,5.02,5.5
2018,ES,1797.7,1016.08,727.74,24.24,26.4,15.8,23.73,26.6,10.6,4.64,5.4
2019,ES,1524.7,1016.29,774.41,24.86,25.8,13.7,24.32,26.1,7.2,4.78,5.3
2020,ES,1243.8,1016.12,0.0,25.1,25.0,15.9,24.49,25.8,7.6,5.06,5.1
2021,ES,2658.2,1016.01,0.0,23.68,24.4,13.7,23.16,25.2,7.4,4.72,5.2
2022,ES,1162.0,1015.82,0.0,24.22,24.8,12.3,23.67,26.8,2.2,4.86,5.6
2023,ES,1117.3,1015.85,0.0,24.9,26.7,14.8,24.41,27.5,9.2,4.76,4.9
